dest_npa_data_fv_stats_view__dti,dest_npa_data_fv_stats_view__term,dest_npa_data_fv_stats_view__grade,dest_npa_data_fv_stats_view__purpose,dest_npa_data_fv_stats_view__int_rate,dest_npa_data_fv_stats_view__zip_code,dest_npa_data_fv_stats_view__loan_amnt,dest_npa_data_fv_stats_view__sub_grade,dest_npa_data_fv_stats_view__total_acc,dest_npa_data_fv_stats_view__addr_state,dest_npa_data_fv_stats_view__annual_inc,dest_npa_data_fv_stats_view__recoveries,dest_npa_data_fv_stats_view__revol_util,dest_npa_data_fv_stats_view__tot_cur_bal,dest_npa_data_fv_stats_view__tot_coll_amt,dest_npa_data_fv_stats_view__last_week_pay,dest_npa_data_fv_stats_view__total_rec_int,dest_npa_data_fv_stats_view__batch_enrolled,dest_npa_data_fv_stats_view__home_ownership,dest_npa_data_fv_stats_view__total_rev_hi_lim,dest_npa_data_fv_stats_view__initial_list_status
19.09,36 months,D,debt_consolidation,17.57,797xx,4800,D4,25,TX,84000.0,0.0,66.0,251799.0,0.0,13th week,201.64, ,MORTGAGE,14000.0,f
17.64,60 months,E,home_improvement,17.06,086xx,10000,E4,13,NJ,70000.0,0.0,83.0,139554.110791886,213.562221669413,239th week,4869.24, ,MORTGAGE,32080.5729185358,f
35.56,36 months,D,medical,17.57,432xx,1200,D4,51,OH,59294.0,0.0,79.7,167103.0,0.0,13th week,49.24,BAT2252229,MORTGAGE,34600.0,w
8.84,60 months,F,debt_consolidation,22.45,480xx,20000,F1,16,MI,110000.0,0.0,86.1,207864.0,0.0,NAth week,0.0, ,RENT,50200.0,w
30.19,60 months,C,debt_consolidation,13.99,077xx,12000,C4,25,NJ,90000.0,0.0,43.4,232327.0,0.0,39th week,1231.67, ,RENT,102500.0,w
30.25,60 months,D,credit_card,16.99,279xx,11100,D1,19,NC,82000.0,0.0,97.0,390490.0,0.0,30th week,1063.89,BAT5629144,MORTGAGE,23000.0,f
19.11,36 months,B,credit_card,8.18,902xx,35000,B1,30,CA,107000.0,0.0,84.5,63846.0,66.0,31th week,1513.6,BAT3726927,RENT,30300.0,f
29.87,36 months,B,debt_consolidation,11.53,795xx,6000,B5,21,TX,36000.0,0.0,72.2,66865.0,80.0,31th week,370.94,BAT3726927,MORTGAGE,12900.0,f
34.05,36 months,C,credit_card,12.29,923xx,18000,C1,28,CA,65000.0,0.0,60.9,103828.0,150.0,9th week,407.45,BAT1586599,RENT,26000.0,f
25.2,36 months,B,debt_consolidation,10.99,956xx,16400,B4,16,CA,32813.0,0.0,48.7,26210.0,0.0,26th week,695.22, ,RENT,53800.0,w
21.81,36 months,B,credit_card,13.11,941xx,25000,B4,50,CA,140000.0,0.0,34.9,548511.0,0.0,131th week,5183.44,BAT2428731,MORTGAGE,52500.0,f
32.0,36 months,A,debt_consolidation,7.89,770xx,18500,A5,25,TX,57000.0,0.0,36.9,47558.0,0.0,31th week,820.08, ,MORTGAGE,35800.0,w
8.43,60 months,B,credit_card,13.67,946xx,11200,B5,32,CA,44604.0,0.0,91.0,326677.0,0.0,113th week,2782.79,BAT2575549,RENT,8600.0,f
12.29,60 months,C,home_improvement,13.06,668xx,25000,C2,20,KS,45000.0,78.21,75.0,139554.110791886,213.562221669413,217th week,8755.69,BAT20678,MORTGAGE,32080.5729185358,f
15.08,60 months,B,credit_card,9.99,110xx,24000,B3,38,NY,80000.0,0.0,51.8,32640.0,0.0,13th week,578.32, ,RENT,46100.0,w
14.8,36 months,A,credit_card,6.89,080xx,32000,A3,26,NJ,130000.0,0.0,62.8,196203.0,0.0,NAth week,0.0, ,MORTGAGE,52700.0,w
29.52,36 months,E,debt_consolidation,18.55,541xx,7050,E2,21,WI,23500.0,0.0,45.3,33569.0,0.0,31th week,706.35, ,RENT,13200.0,f
2.79,60 months,D,house,19.05,940xx,26500,D4,16,CA,60000.0,0.0,22.2,535401.0,0.0,78th week,6861.86,BAT1761981,MORTGAGE,34900.0,f
31.31,60 months,C,debt_consolidation,12.69,775xx,10975,C2,30,TX,45000.0,0.0,9.5,43312.0,0.0,31th week,767.14,BAT3726927,MORTGAGE,40300.0,w
9.94,36 months,B,debt_consolidation,12.49,980xx,8000,B5,10,WA,63000.0,0.0,53.0,22828.0,0.0,61th week,983.66,BAT3193689,RENT,16500.0,w
8.03,36 months,B,other,12.49,618xx,9600,B5,8,IL,33329.0,0.0,16.8,2651.0,0.0,61th week,1173.74,BAT2078974,RENT,11600.0,w
16.64,36 months,B,credit_card,10.99,170xx,30000,B2,63,PA,75000.0,0.0,55.2,210416.0,0.0,65th week,3476.12,BAT5489674,MORTGAGE,54200.0,w
4.92,60 months,C,debt_consolidation,14.65,801xx,35000,C5,29,CO,95000.0,0.0,28.2,13901.0,241.0,13th week,1041.58,BAT2252229,RENT,42600.0,f
16.51,36 months,A,debt_consolidation,6.62,706xx,12300,A2,25,LA,28000.0,0.0,16.1,139554.110791886,213.562221669413,96th week,1081.74,BAT1942645,OWN,32080.5729185358,f
13.54,36 months,D,debt_consolidation,16.99,070xx,19000,D3,14,NJ,60000.0,0.0,99.3,77648.0,0.0,31th week,1722.88,BAT3726927,RENT,22500.0,f
21.48,36 months,B,credit_card,9.99,402xx,11975,B1,19,KY,30000.0,0.0,65.8,139554.110791886,213.562221669413,157th week,1928.2,BAT4780022,RENT,32080.5729185358,f
15.85,60 months,D,credit_card,17.57,554xx,24000,D4,23,MN,110000.0,0.0,77.2,223675.0,0.0,13th week,984.49, ,OWN,16600.0,w
29.39,36 months,B,debt_consolidation,9.49,992xx,7800,B2,31,WA,22500.0,0.0,15.5,17200.0,0.0,57th week,674.19,BAT4722912,RENT,37800.0,f
8.0,36 months,A,credit_card,6.49,980xx,12000,A2,26,WA,110000.0,0.0,41.8,258702.0,0.0,48th week,613.69, ,MORTGAGE,35300.0,w
9.67,36 months,A,credit_card,6.89,553xx,10000,A3,20,MN,150000.0,0.0,32.6,434597.0,0.0,9th week,109.56,BAT2252229,MORTGAGE,57200.0,w
14.9,60 months,C,debt_consolidation,14.31,871xx,12000,C4,35,NM,82000.0,0.0,14.0,26153.0,0.0,57th week,1716.56,BAT4722912,MORTGAGE,34300.0,w
10.63,36 months,E,debt_consolidation,21.48,531xx,14700,E2,17,WI,41000.0,0.0,80.8,173149.0,329.0,100th week,4536.02,BAT224923,MORTGAGE,15500.0,f
25.59,60 months,D,home_improvement,15.61,729xx,20000,D1,31,AR,93500.0,0.0,41.1,127291.0,0.0,78th week,4100.76,BAT3193689,MORTGAGE,51000.0,w
7.05,36 months,B,car,11.53,972xx,4150,B5,6,OR,46800.0,0.0,18.2,8932.0,0.0,35th week,165.69,BAT1184694,RENT,49000.0,w
26.91,36 months,A,credit_card,6.39,064xx,25000,A2,42,CT,103000.0,0.0,55.0,294497.0,0.0,39th week,1066.6, ,OWN,49900.0,f
15.95,36 months,D,debt_consolidation,15.99,986xx,19600,D2,16,WA,49000.0,0.0,55.7,30996.0,0.0,52th week,2757.51, ,RENT,29100.0,f
29.29,60 months,B,home_improvement,13.11,302xx,12000,B4,17,GA,59000.0,0.0,59.4,139554.110791886,213.562221669413,196th week,4084.17, ,MORTGAGE,32080.5729185358,f
16.48,36 months,B,credit_card,10.15,554xx,8000,B2,23,MN,45000.0,0.0,74.9,47505.0,0.0,83th week,1005.85,BAT3461431,RENT,12000.0,w
5.23,36 months,B,debt_consolidation,9.17,606xx,10000,B2,10,IL,95000.0,0.0,86.6,265894.0,0.0,13th week,218.59,BAT2252229,MORTGAGE,16500.0,w
29.45,60 months,E,debt_consolidation,21.0,618xx,16000,E2,21,IL,50000.0,0.0,93.2,139554.110791886,213.562221669413,152th week,7854.41,BAT1135695,MORTGAGE,32080.5729185358,f
16.37,36 months,C,credit_card,14.33,945xx,12000,C1,18,CA,45000.0,0.0,74.0,32284.0,0.0,131th week,2733.93, ,RENT,9500.0,f
6.06,36 months,D,other,17.57,953xx,10000,D2,38,CA,135000.0,0.0,33.4,339514.0,0.0,57th week,1704.14,BAT5629144,MORTGAGE,1100.0,f
31.96,36 months,B,debt_consolidation,9.49,727xx,6150,B2,41,AR,38000.0,0.0,39.2,147253.0,0.0,48th week,462.44,BAT4694572,MORTGAGE,37900.0,w
30.21,60 months,C,debt_consolidation,14.65,601xx,22600,C5,33,IL,80000.0,0.0,34.3,48971.0,0.0,31th week,1716.04, ,MORTGAGE,74400.0,w
33.39,60 months,D,debt_consolidation,17.57,850xx,27175,D4,69,AZ,88000.0,0.0,71.2,430218.0,0.0,9th week,765.06,BAT1586599,MORTGAGE,21500.0,w
16.29,36 months,B,debt_consolidation,13.11,295xx,20000,B4,19,SC,76000.0,0.0,78.7,200290.0,0.0,161th week,4304.28, ,MORTGAGE,19200.0,f
21.7,36 months,D,debt_consolidation,16.55,841xx,11000,D2,16,UT,25000.0,0.0,46.4,10856.0,0.0,31th week,981.3,BAT3726927,RENT,9900.0,w
10.01,60 months,D,medical,17.57,380xx,12000,D4,12,TN,145952.0,0.0,72.9,295630.0,0.0,9th week,355.41,BAT1586599,MORTGAGE,18500.0,w
10.67,36 months,B,home_improvement,13.53,460xx,20000,B5,38,IN,150000.0,0.0,53.0,228657.0,0.0,65th week,2798.69,BAT1766061,MORTGAGE,30400.0,f
21.44,60 months,D,debt_consolidation,17.57,231xx,19800,D2,60,VA,75000.0,0.0,41.1,229345.0,203.0,61th week,3235.97, ,MORTGAGE,19500.0,f
16.79,36 months,B,credit_card,9.49,153xx,20000,B2,17,PA,65000.0,0.0,68.1,41528.0,0.0,52th week,1628.91, ,RENT,27800.0,f
16.52,60 months,F,credit_card,25.78,945xx,26050,F5,17,CA,62052.48,0.0,64.5,277657.0,0.0,31th week,3741.42,BAT3726927,MORTGAGE,46100.0,w
22.23,36 months,C,debt_consolidation,13.35,840xx,12000,C2,32,UT,80000.0,0.0,96.0,300128.0,132.0,87th week,2052.86,BAT2136391,MORTGAGE,18700.0,w
10.1,36 months,B,credit_card,9.17,430xx,24000,B2,22,OH,180000.0,0.0,82.3,292413.0,0.0,4th week,165.06, ,MORTGAGE,25600.0,w
25.34,60 months,C,debt_consolidation,15.8,423xx,20000,C3,42,KY,75000.0,0.0,45.0,108104.0,0.0,161th week,7338.94,BAT5811547,MORTGAGE,54200.0,f
29.77,36 months,D,debt_consolidation,17.57,571xx,25375,D4,30,SD,67000.0,0.0,62.0,102337.0,0.0,61th week,4437.54, ,RENT,51900.0,f
13.9,36 months,D,other,18.25,236xx,8800,D2,12,VA,62000.0,0.0,93.0,147065.0,0.0,96th week,2221.71, ,MORTGAGE,24200.0,f
15.23,60 months,D,debt_consolidation,16.89,787xx,20000,D4,27,TX,120000.0,0.0,71.1,139554.110791886,213.562221669413,196th week,7988.72,BAT4051248,RENT,32080.5729185358,f
26.88,36 months,A,debt_consolidation,9.25,958xx,9000,A5,15,CA,47500.0,0.0,46.6,29150.0,0.0,48th week,619.57,BAT1930365,RENT,27300.0,f
11.09,36 months,B,debt_consolidation,9.91,073xx,4500,B1,19,NJ,39000.0,0.0,45.0,139554.110791886,213.562221669413,143th week,706.32,BAT2015867,RENT,32080.5729185358,f
22.43,36 months,C,credit_card,13.35,468xx,7075,C2,33,IN,50000.0,0.0,21.9,141233.0,0.0,83th week,1169.26,BAT3461431,MORTGAGE,63100.0,w
26.27,60 months,F,debt_consolidation,22.99,079xx,35000,F1,33,NJ,120000.0,0.0,36.9,70454.0,0.0,35th week,5143.51,BAT1184694,RENT,51900.0,f
16.4,60 months,E,credit_card,18.84,452xx,35000,E2,14,OH,93000.0,0.0,97.9,232503.0,0.0,39th week,4663.85,BAT1104812,MORTGAGE,20200.0,f
20.12,36 months,B,other,14.09,958xx,6075,B5,28,CA,60000.0,0.0,55.2,49859.0,0.0,39th week,362.58, ,OWN,15800.0,f
14.26,36 months,D,medical,17.99,223xx,10000,D2,18,VA,82250.0,0.0,69.5,139554.110791886,213.562221669413,156th week,3011.99,BAT3372536,RENT,32080.5729185358,f
15.01,60 months,F,debt_consolidation,24.5,760xx,10000,F3,42,TX,120000.0,0.0,57.4,294197.0,0.0,65th week,3040.28, ,MORTGAGE,13700.0,w
22.69,36 months,C,other,13.67,410xx,6000,C4,30,KY,45000.0,0.0,65.9,155423.0,0.0,9th week,128.31,BAT1586599,OWN,17300.0,f
3.06,60 months,D,other,17.57,760xx,19200,D4,12,TX,80000.0,0.0,88.1,158340.0,0.0,22th week,1356.85,BAT1780517,MORTGAGE,8900.0,w
25.61,36 months,A,debt_consolidation,6.39,745xx,9000,A2,46,OK,117000.0,0.0,29.4,101838.0,0.0,35th week,345.92,BAT1104812,OWN,16000.0,w
16.56,36 months,B,debt_consolidation,11.99,770xx,10000,B3,40,TX,74000.0,0.0,35.3,225638.0,0.0,39th week,813.76,BAT2522922,MORTGAGE,20700.0,f
12.11,36 months,C,credit_card,13.33,926xx,12500,C3,16,CA,43000.0,0.0,54.7,20889.0,0.0,35th week,1011.15,BAT1104812,RENT,22900.0,w
18.81,36 months,A,debt_consolidation,5.32,235xx,24000,A1,33,VA,104000.0,0.0,32.1,61363.0,0.0,NAth week,0.0,BAT2803411,RENT,54000.0,w
21.32,60 months,C,debt_consolidation,14.31,481xx,10400,C4,25,MI,42432.0,0.0,57.4,24709.0,0.0,43th week,1157.37,BAT2558388,RENT,19700.0,w
16.66,36 months,C,debt_consolidation,14.65,908xx,8350,C5,13,CA,19000.0,0.0,35.9,6894.0,0.0,26th week,563.41,BAT3873588,RENT,19200.0,w
19.91,36 months,B,credit_card,12.49,320xx,6850,B5,42,FL,80000.0,0.0,61.0,197544.0,0.0,9th week,140.96,BAT3193689,MORTGAGE,41800.0,f
15.18,36 months,A,credit_card,7.26,704xx,16000,A4,21,LA,120000.0,0.0,48.2,74610.0,0.0,13th week,178.28,BAT2252229,RENT,33800.0,w
1.6,36 months,D,moving,20.31,125xx,1000,D5,7,NY,30000.0,0.0,8.5,604.0,0.0,78th week,253.21,BAT5525466,RENT,7100.0,w
12.39,36 months,A,debt_consolidation,8.9,944xx,14000,A5,7,CA,81000.0,0.0,67.0,25268.0,0.0,126th week,1915.94, ,RENT,31600.0,f
26.47,36 months,C,debt_consolidation,14.99,917xx,9325,C5,27,CA,26880.0,1405.0,80.0,21247.0,0.0,35th week,760.02, ,RENT,7600.0,w
12.17,36 months,B,credit_card,10.15,891xx,20000,B2,9,NV,135000.0,0.0,70.1,44092.0,0.0,74th week,2202.24,BAT2333412,RENT,25600.0,w
14.02,60 months,C,credit_card,13.33,551xx,25000,C3,33,MN,127000.0,0.0,60.5,163500.0,0.0,39th week,2341.12,BAT1104812,MORTGAGE,39200.0,w
15.33,36 months,B,debt_consolidation,9.99,741xx,19125,B3,35,OK,45555.0,0.0,37.8,115953.0,0.0,13th week,444.95,BAT2252229,MORTGAGE,12200.0,w
8.73,36 months,B,debt_consolidation,12.49,531xx,35000,B5,30,WI,140000.0,0.0,75.0,349126.0,0.0,70th week,4770.83,BAT2003848,MORTGAGE,45600.0,f
18.22,36 months,A,debt_consolidation,7.89,062xx,35000,A5,31,CT,165000.0,0.0,41.0,117549.0,0.0,4th week,214.78,BAT1586599,OWN,73200.0,w
13.42,36 months,B,credit_card,9.17,917xx,24300,B2,14,CA,54000.0,0.0,73.0,21900.0,0.0,4th week,160.93,BAT1586599,OWN,30100.0,w
10.72,60 months,D,debt_consolidation,15.59,208xx,18375,D1,35,MD,46000.0,0.0,29.9,25729.0,8697.0,35th week,1793.77,BAT2558388,RENT,31300.0,w
22.69,60 months,C,debt_consolidation,15.8,113xx,25000,C3,39,NY,65000.0,0.0,27.5,43845.0,0.0,35th week,2526.88,BAT5547201,RENT,17300.0,w
12.54,60 months,C,debt_consolidation,16.78,180xx,13000,C5,18,PA,40000.0,0.0,75.3,114024.0,0.0,109th week,3999.72, ,MORTGAGE,20500.0,f
25.08,36 months,C,debt_consolidation,16.24,334xx,7550,C5,25,FL,38900.0,0.0,74.5,26830.0,0.0,69th week,1356.85, ,RENT,4700.0,f
26.21,36 months,F,debt_consolidation,24.08,104xx,3525,F2,12,NY,9936.0,0.0,49.3,4682.0,0.0,78th week,997.78,BAT3193689,RENT,9500.0,w
2.63,36 months,B,major_purchase,8.18,142xx,9600,B1,12,NY,68000.0,0.0,21.0,110440.0,0.0,44th week,571.89,BAT4136152,MORTGAGE,15500.0,w
10.04,36 months,B,home_improvement,9.17,112xx,10000,B2,21,NY,72000.0,0.0,63.0,272554.0,0.0,31th week,490.43,BAT1184694,RENT,42500.0,w
21.5,36 months,A,debt_consolidation,7.89,871xx,15350,A5,18,NM,80000.0,0.0,55.5,76709.0,0.0,48th week,932.05,BAT5924421,MORTGAGE,28600.0,w
15.17,36 months,A,credit_card,6.89,070xx,5000,A3,27,NJ,90000.0,0.0,12.8,39742.0,0.0,17th week,108.59,BAT4271519,OWN,109500.0,w
26.35,60 months,D,debt_consolidation,16.55,723xx,16000,D2,25,AR,72000.0,0.0,54.1,207066.0,0.0,9th week,424.24,BAT2252229,MORTGAGE,23300.0,w
5.8,36 months,B,debt_consolidation,11.44,950xx,20000,B4,18,CA,125000.0,0.0,44.4,400117.0,0.0,57th week,2092.56, ,MORTGAGE,26100.0,f
10.81,36 months,B,debt_consolidation,11.53,853xx,10000,B5,11,AZ,86000.0,0.0,71.4,286399.0,0.0,17th week,329.83,BAT4271519,MORTGAGE,29300.0,f
25.05,36 months,C,debt_consolidation,12.29,071xx,9000,C1,11,NJ,47000.0,0.0,86.3,22760.0,0.0,13th week,257.82,BAT2252229,RENT,4800.0,w
14.57,36 months,D,credit_card,17.57,077xx,16950,D4,35,NJ,152000.0,0.0,92.5,476441.0,0.0,22th week,1347.48,BAT2078974,MORTGAGE,12900.0,f
16.8,36 months,A,debt_consolidation,7.12,261xx,25000,A3,30,WV,250000.0,0.0,51.4,975172.0,661.0,83th week,2162.41,BAT2136391,MORTGAGE,51000.0,w
15.09,36 months,B,debt_consolidation,13.11,658xx,11500,B4,22,MO,54000.0,0.0,50.1,29480.0,53.0,4th week,125.68,BAT5341619,RENT,27400.0,f
20.0,36 months,A,debt_consolidation,6.03,900xx,6000,A1,30,CA,75000.0,0.0,48.8,142925.0,0.0,87th week,452.95,BAT2136391,RENT,12800.0,w
8.22,36 months,C,home_improvement,12.39,346xx,10000,C1,12,FL,60000.0,0.0,79.3,198070.0,0.0,4th week,133.19,BAT2558388,MORTGAGE,8000.0,w
21.9,36 months,A,debt_consolidation,7.9,283xx,17475,A4,20,NC,39123.0,0.0,41.7,44265.0,0.0,135th week,2155.17,BAT2428731,MORTGAGE,45600.0,f
12.65,36 months,A,credit_card,8.19,352xx,28000,A5,26,AL,125000.0,0.0,77.3,245919.0,0.0,52th week,2004.42, ,MORTGAGE,43300.0,f
9.92,60 months,D,credit_card,16.02,082xx,35000,D5,27,NJ,135000.0,0.0,17.5,139554.110791886,213.562221669413,78th week,6497.65, ,MORTGAGE,32080.5729185358,f
22.91,60 months,E,debt_consolidation,19.52,925xx,14400,E3,37,CA,64792.0,0.0,54.6,324551.0,0.0,48th week,2426.22, ,MORTGAGE,26300.0,f
19.2,36 months,B,credit_card,9.17,060xx,4000,B2,14,CT,40000.0,0.0,37.3,29086.0,0.0,31th week,196.17,BAT3726927,RENT,9300.0,w
0.94,60 months,C,medical,16.29,308xx,20000,C4,20,GA,75000.0,0.0,18.7,182897.0,0.0,170th week,7979.53,BAT1761981,MORTGAGE,15000.0,f
12.23,36 months,D,credit_card,16.99,327xx,5725,D3,14,FL,16000.0,0.0,52.8,6700.0,0.0,35th week,587.46, ,RENT,12700.0,f
24.03,36 months,B,debt_consolidation,11.49,949xx,15000,B5,14,CA,45000.0,0.0,37.4,35777.0,0.0,9th week,274.31, ,RENT,50000.0,w
20.3,60 months,E,debt_consolidation,17.06,433xx,19000,E4,31,OH,46000.0,0.0,83.6,139554.110791886,213.562221669413,261th week,9368.47, ,RENT,32080.5729185358,f
12.91,36 months,B,debt_consolidation,11.99,775xx,8000,B5,33,TX,75000.0,0.0,43.4,8469.0,0.0,48th week,744.5,BAT4694572,RENT,15700.0,f
1.84,36 months,A,credit_card,6.62,940xx,10000,A2,12,CA,150000.0,0.0,31.6,301327.0,128.0,135th week,1026.52,BAT2428731,RENT,28500.0,f
26.12,36 months,A,debt_consolidation,7.69,750xx,4000,A4,40,TX,30000.0,0.0,28.5,21810.0,6807.0,26th week,144.19, ,RENT,14200.0,w
24.61,36 months,C,debt_consolidation,14.49,128xx,15000,C4,13,NY,38000.0,0.0,59.6,34291.0,1823.0,83th week,2699.68, ,OWN,18500.0,w
6.76,36 months,B,major_purchase,10.37,773xx,12000,B3,14,TX,98000.0,0.0,20.4,139554.110791886,213.562221669413,9th week,104.68, ,MORTGAGE,32080.5729185358,f
14.62,60 months,E,debt_consolidation,18.99,750xx,20000,E1,20,TX,113000.0,0.0,56.4,366283.0,0.0,61th week,4099.44, ,MORTGAGE,21600.0,w
9.09,60 months,E,debt_consolidation,21.67,601xx,10000,E5,15,IL,40000.0,0.0,59.0,18179.0,0.0,31th week,1305.7,BAT3726927,RENT,11500.0,f
26.1,36 months,A,debt_consolidation,7.26,329xx,8400,A4,30,FL,30000.0,0.0,19.6,12504.0,0.0,22th week,237.96, ,RENT,39300.0,w
7.78,36 months,A,car,7.89,921xx,7000,A5,12,CA,43500.0,0.0,24.6,188437.0,10998.0,44th week,405.09, ,MORTGAGE,10100.0,f
28.99,36 months,D,credit_card,17.86,441xx,16250,D5,18,OH,32500.0,0.0,47.4,19134.0,0.0,22th week,1124.98,BAT1780517,MORTGAGE,30200.0,f
19.14,36 months,B,debt_consolidation,11.22,212xx,18000,B5,27,MD,70000.0,0.0,50.2,213463.0,4400.0,NAth week,0.0, ,MORTGAGE,20800.0,w
24.86,36 months,A,debt_consolidation,6.24,945xx,7000,A2,15,CA,70000.0,0.0,49.1,28411.0,0.0,NAth week,0.0, ,RENT,30700.0,w
22.86,36 months,C,debt_consolidation,12.29,890xx,7000,C1,16,NV,39000.0,0.0,19.0,25125.0,0.0,13th week,205.31,BAT2252229,RENT,14850.0,w
21.2,60 months,A,debt_consolidation,8.39,945xx,20000,A5,25,CA,83000.0,20502.14,35.3,539771.0,0.0,4th week,130.51,BAT2078974,MORTGAGE,208500.0,w
